arr_code,srch_code,type,semi_field,arr_1,arr_2,cat,target,target_2,s1,s2,s3,s4,x1,x2,x3,x4,y1,y2,y3,y4,postr,postr_2,ss1,ss2,ss3,ss4,set_size,s5,s6,s7,s8,s9,s10,s11,s12,x5,x6,x7,x8,x9,x10,x11,x12,y5,y6,y7,y8,y9,y10,y11,y12,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,block_bas.thisRepN,block_bas.thisTrialN,block_bas.thisN,block_bas.thisIndex,block_sup.thisRepN,block_sup.thisTrialN,block_sup.thisN,block_sup.thisIndex,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon_2.started,polygon_2.stopped,arr1.started,arr1.stopped,arr2.started,arr2.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,word1.started,word1.stopped,word2.started,word2.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,s_1.started,s_1.stopped,s_2.started,s_2.stopped,s_3.started,s_3.stopped,s_4.started,s_4.stopped,text_3.started,text_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,polygon_8.started,polygon_8.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,sti1.started,sti1.stopped,sti2.started,sti2.stopped,sti3.started,sti3.stopped,sti4.started,sti4.stopped,sti5.started,sti5.stopped,sti6.started,sti6.stopped,sti7.started,sti7.stopped,sti8.started,sti8.stopped,sti9.started,sti9.stopped,sti10.started,sti10.stopped,sti11.started,sti11.stopped,sti12.started,sti12.stopped,text_2.started,text_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,fin.started,fin.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.started,key_resp_8.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,5,pre,left,left.png,left.png,sup,Одежда,Невежда,clothes2.png,animal6.png,tool6.png,tool1.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,134.53269290039316,None,134.53269290039316,None,134.53269290039316,None,134.74384120013565,None,135.15368830040097,None,135.15368830040097,None,135.15368830040097,None,135.56051080022007,None,136.5745282000862,None,a,0.9457788001745939,136.5745282000862,None,136.5745282000862,None,136.5745282000862,None,136.5745282000862,None,136.5745282000862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
1,6,abs,left,left.png,left.png,sup,Фрукты,Бухты,music3.png,tool2.png,animal3.png,car2.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,137.58580030035228,None,137.58580030035228,None,137.58580030035228,None,137.79396790033206,None,138.1989350002259,None,138.1989350002259,None,138.1989350002259,None,138.6106718000956,None,139.62328440044075,None,a,2.81721100024879,139.62328440044075,None,139.62328440044075,None,139.62328440044075,None,139.62328440044075,None,139.62328440044075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,6,abs,right,right.png,right.png,bas,Яблоки,Пряники,animal4.png,music3.png,tool4.png,tool6.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,142.50563740031794,None,142.50563740031794,None,142.50563740031794,None,142.71100650029257,None,143.12068680021912,None,143.12068680021912,None,143.12068680021912,None,143.52745790034533,None,144.541772400029,None,a,3.1225057998672128,144.541772400029,None,144.541772400029,None,144.541772400029,None,144.541772400029,None,144.541772400029,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
1,5,pre,left,left.png,left.png,bas,Рубашки,Барашки,clothes1.png,tool6.png,animal1.png,music2.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,6,,,,,,,,,,,,,,,,,,,,,,,,,,,147.73088380042464,None,147.73088380042464,None,147.73088380042464,None,147.9443892003037,None,148.34970830008388,None,148.34970830008388,None,148.34970830008388,None,148.76114050019532,None,149.7929275003262,None,p,0.5357226999476552,149.7929275003262,None,149.7929275003262,None,149.7929275003262,None,149.7929275003262,None,149.7929275003262,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,5,pre,right,right.png,right.png,sup,Мебель,Стебель,furniture5.png,music1.png,car4.png,tool5.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,150.37665150035173,None,150.37665150035173,None,150.37665150035173,None,150.57793080015108,None,150.9844349999912,None,150.9844349999912,None,150.9844349999912,None,151.3947028000839,None,152.40776070021093,None,p,1.728672199882567,152.40776070021093,None,152.40776070021093,None,152.40776070021093,None,152.40776070021093,None,152.40776070021093,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,5,pre,right,right.png,right.png,sup,Одежда,Невежда,clothes3.png,car1.png,tool1.png,car4.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,154.20181680005044,None,154.20181680005044,None,154.20181680005044,None,154.4115064004436,None,154.81630549998954,None,154.81630549998954,None,154.81630549998954,None,155.22811530018225,None,156.24406400043517,None,p,0.7004304002039135,156.24406400043517,None,156.24406400043517,None,156.24406400043517,None,156.24406400043517,None,156.24406400043517,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
1,5,pre,left,left.png,left.png,sup,Мебель,Стебель,furniture2.png,tool5.png,music1.png,animal6.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,157.00057350005955,None,157.00057350005955,None,157.00057350005955,None,157.21161990007386,None,157.61644920008257,None,157.61644920008257,None,157.61644920008257,None,158.02832640009,None,159.0411451002583,None,a,0.4552250998094678,159.0411451002583,None,159.0411451002583,None,159.0411451002583,None,159.0411451002583,None,159.0411451002583,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,5,pre,right,right.png,right.png,sup,Посуда,Валюта,tableware2.png,animal2.png,music2.png,animal3.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,159.53454870032147,None,159.53454870032147,None,159.53454870032147,None,159.74510120041668,None,160.14992420002818,None,160.14992420002818,None,160.14992420002818,None,160.56167200021446,None,161.5813071001321,None,p,0.4430497996509075,161.5813071001321,None,161.5813071001321,None,161.5813071001321,None,161.5813071001321,None,161.5813071001321,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
1,6,abs,left,left.png,left.png,bas,Яблоки,Пряники,tool1.png,tool4.png,car1.png,animal1.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0735539002344,None,162.0735539002344,None,162.0735539002344,None,162.27853310015053,None,162.68329950002953,None,162.68329950002953,None,162.68329950002953,None,163.09511370025575,None,164.10689010005444,None,p,0.8134829998016357,164.10689010005444,None,164.10689010005444,None,164.10689010005444,None,164.10689010005444,None,164.10689010005444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.9453348000534,None,space,2.2950937002897263,164.9453348000534,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
1,9,pre,left,left.png,left.png,bas,Стулья,Брусья,furniture2.png,tool5.png,tool6.png,music10.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,tool8.png,music1.png,animal6.png,music7.png,music9.png,tool3.png,music2.png,music4.png,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,0,0,161,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,167.8976648002863,None,167.8976648002863,None,167.8976648002863,None,168.27870930032805,None,,,,,,,,,,,,,,,,,,,,,169.31705270009115,None,p,2.371514800004661,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,169.31705270009115,None,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,10,abs,right,right.png,right.png,non,Стулья,Брусья,tool5.png,car5.png,tool7.png,music1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,car8.png,tool6.png,animal4.png,tool1.png,tool2.png,tool9.png,tool10.png,music3.png,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,1,1,74,,,,,,,,,,,,,,,,,,,,,,,171.73723700037226,None,171.73723700037226,None,171.73723700037226,None,171.94562700018287,None,172.34810480009764,None,172.34810480009764,None,172.34810480009764,None,172.76233100006357,None,,,,,,,,,,,,,,,,,,,,,173.79874110035598,None,a,1.2577367997728288,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,173.79874110035598,None,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,8,abs,right,right.png,right.png,non,Рубашки,Барашки,tool3.png,car3.png,music4.png,animal2.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,tool6.png,car10.png,tool1.png,tool9.png,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,2,2,58,,,,,,,,,,,,,,,,,,,,,,,175.12163020018488,None,175.12163020018488,None,175.12163020018488,None,175.32914050016552,None,175.73395930044353,None,175.73395930044353,None,175.73395930044353,None,176.145813500043,None,,,,,,,,,,,,,,,,,,,,,177.1740548000671,None,p,1.2982335998676717,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,177.1740548000671,None,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
1,9,pre,left,left.png,left.png,bas,Яблоки,Пряники,fruit4.png,car10.png,tool1.png,car4.png,-298,-298,298,298,200,-200,200,-200,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,tool2.png,animal8.png,tool3.png,animal7.png,animal5.png,music9.png,car6.png,car1.png,-298,-298,298,298,-298,-298,298,298,85,-85,85,-85,-316,316,-316,316,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,3,3,219,,,,,,,,,,,,,,,,,,,,,,,178.51737440004945,None,178.51737440004945,None,178.51737440004945,None,178.7293033003807,None,179.13497050013393,None,179.13497050013393,None,179.13497050013393,None,179.54588320013136,None,,,,,,,,,,,,,,,,,,,,,180.5852240002714,None,a,1.0393721000291407,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,180.5852240002714,None,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,5,pre,right,right.png,right.png,bas,Чашки,Шашки,tableware2.png,tool2.png,music7.png,tool1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,4,4,286,,,,,,,,,,,,,,,,,,,,,,,181.67011430021375,None,181.67011430021375,None,181.67011430021375,None,181.87947360007092,None,182.28569830022752,None,182.28569830022752,None,182.28569830022752,None,182.69611980021,None,,,,,,,,,,,,,,,,,,,,,183.71229240018874,None,p,0.7280077002942562,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,183.71229240018874,None,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,5,pre,right,right.png,right.png,bas,Рубашки,Барашки,clothes5.png,car1.png,music9.png,car3.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,5,5,223,,,,,,,,,,,,,,,,,,,,,,,184.48649860033765,None,184.48649860033765,None,184.48649860033765,None,184.69619340030476,None,185.10105130029842,None,185.10105130029842,None,185.10105130029842,None,185.51285170018673,None,,,,,,,,,,,,,,,,,,,,,186.52912000007927,None,p,0.9434257000684738,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,186.52912000007927,None,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
2,8,abs,right,right.png,right.png,non,Яблоки,Пряники,music5.png,music1.png,music7.png,music3.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,music5.png,tool9.png,tool1.png,car10.png,None,None,None,None,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,6,6,94,,,,,,,,,,,,,,,,,,,,,,,187.51978450035676,None,187.51978450035676,None,187.51978450035676,None,187.72970410017297,None,188.13555000023916,None,188.13555000023916,None,188.13555000023916,None,188.5462994002737,None,,,,,,,,,,,,,,,,,,,,,189.57734230021015,None,a,1.038880500011146,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,189.57734230021015,None,,,,,,,,,,,,,frol_pilot,001,2021_Sep_09_1514,shapka,2021.1.4,None,
