arr_code,srch_code,type,semi_field,arr_1,arr_2,cat,target,target_2,s1,s2,s3,s4,x1,x2,x3,x4,y1,y2,y3,y4,postr,postr_2,ss1,ss2,ss3,ss4,set_size,s5,s6,s7,s8,s9,s10,s11,s12,x5,x6,x7,x8,x9,x10,x11,x12,y5,y6,y7,y8,y9,y10,y11,y12,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,block_bas.thisRepN,block_bas.thisTrialN,block_bas.thisN,block_bas.thisIndex,block_sup.thisRepN,block_sup.thisTrialN,block_sup.thisN,block_sup.thisIndex,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon_2.started,polygon_2.stopped,arr1.started,arr1.stopped,arr2.started,arr2.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,word1.started,word1.stopped,word2.started,word2.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,s_1.started,s_1.stopped,s_2.started,s_2.stopped,s_3.started,s_3.stopped,s_4.started,s_4.stopped,key_resp_4.rt,text_3.started,text_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,polygon_8.started,polygon_8.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,sti1.started,sti1.stopped,sti2.started,sti2.stopped,sti3.started,sti3.stopped,sti4.started,sti4.stopped,sti5.started,sti5.stopped,sti6.started,sti6.stopped,sti7.started,sti7.stopped,sti8.started,sti8.stopped,sti9.started,sti9.stopped,sti10.started,sti10.stopped,sti11.started,sti11.stopped,sti12.started,sti12.stopped,key_resp_6.rt,text_2.started,text_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,5,pre,left,left.png,left.png,bas,Стулья,Брусья,furniture1.png,car4.png,tool5.png,tool2.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,85.60827680001967,None,85.60827680001967,None,85.60827680001967,None,85.81144010002026,None,86.21816600003513,None,86.21816600003513,None,86.21816600003513,None,86.62792090000585,None,87.64712450001389,None,p,87.64712450001389,None,87.64712450001389,None,87.64712450001389,None,87.64712450001389,None,87.64712450001389,None,1.0652982000028715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
2,5,pre,right,right.png,right.png,bas,Рубашки,Барашки,clothes5.png,music4.png,animal6.png,tool1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,88.77056910004467,None,88.77056910004467,None,88.77056910004467,None,88.97818580002058,None,89.38407170004211,None,89.38407170004211,None,89.38407170004211,None,89.79468859999906,None,90.81359149998752,None,p,90.81359149998752,None,90.81359149998752,None,90.81359149998752,None,90.81359149998752,None,90.81359149998752,None,2.3870985000394285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,5,pre,left,left.png,left.png,sup,Одежда,Невежда,clothes2.png,animal6.png,tool6.png,tool1.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2682604000438,None,93.2682604000438,None,93.2682604000438,None,93.47822550003184,None,93.88892080000369,None,93.88892080000369,None,93.88892080000369,None,94.29486399999587,None,95.30777640000451,None,p,95.30777640000451,None,95.30777640000451,None,95.30777640000451,None,95.30777640000451,None,95.30777640000451,None,2.3406254000146873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,5,pre,left,left.png,left.png,sup,Мебель,Стебель,furniture2.png,tool5.png,music1.png,animal6.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,97.71375799999805,None,97.71375799999805,None,97.71375799999805,None,97.92848679999588,None,98.3334007000085,None,98.3334007000085,None,98.3334007000085,None,98.74515420000535,None,99.76662830001442,None,p,99.76662830001442,None,99.76662830001442,None,99.76662830001442,None,99.76662830001442,None,99.76662830001442,None,2.0177687000250444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,5,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware3.png,car2.png,animal2.png,music3.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,101.84106609999435,None,101.84106609999435,None,101.84106609999435,None,102.04541730001802,None,102.4546797000221,None,102.4546797000221,None,102.4546797000221,None,102.86196890001884,None,103.8767446000129,None,p,103.8767446000129,None,103.8767446000129,None,103.8767446000129,None,103.8767446000129,None,103.8767446000129,None,1.459758499986492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
2,5,pre,right,right.png,right.png,bas,Чашки,Шашки,tableware1.png,tool1.png,music5.png,music1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,105.39895629999228,None,105.39895629999228,None,105.39895629999228,None,105.61212350003188,None,106.01455100002931,None,106.01455100002931,None,106.01455100002931,None,106.42874619999202,None,107.4498661000398,None,p,107.4498661000398,None,107.4498661000398,None,107.4498661000398,None,107.4498661000398,None,107.4498661000398,None,1.1586798999924213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
2,5,pre,right,right.png,right.png,sup,Одежда,Невежда,clothes3.png,car1.png,tool1.png,car4.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,108.6597863000352,None,108.6597863000352,None,108.6597863000352,None,108.86245640000561,None,109.26752210000996,None,109.26752210000996,None,109.26752210000996,None,109.67895239999052,None,110.69539160002023,None,p,110.69539160002023,None,110.69539160002023,None,110.69539160002023,None,110.69539160002023,None,110.69539160002023,None,1.0653321000281721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,6,abs,left,left.png,left.png,sup,Фрукты,Бухты,music3.png,tool2.png,animal3.png,car2.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,111.80326060001971,None,111.80326060001971,None,111.80326060001971,None,112.01250549999531,None,112.41720450000139,None,112.41720450000139,None,112.41720450000139,None,112.82905860000756,None,113.84546540002339,None,a,113.84546540002339,None,113.84546540002339,None,113.84546540002339,None,113.84546540002339,None,113.84546540002339,None,2.8030179999768734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,5,pre,left,left.png,left.png,sup,Посуда,Валюта,tableware4.png,animal1.png,tool2.png,animal2.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,116.71026409999467,None,116.71026409999467,None,116.71026409999467,None,116.91266820003511,None,117.31741950003197,None,117.31741950003197,None,117.31741950003197,None,117.72924980003154,None,118.74308799998835,None,None,118.74308799998835,None,118.74308799998835,None,118.74308799998835,None,118.74308799998835,None,118.74308799998835,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.74633789999643,None,space,6.974181599973235,122.74633789999643,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,8,abs,left,left.png,left.png,non,Рубашки,Барашки,car10.png,tool6.png,tool4.png,car8.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,car1.png,car2.png,music10.png,animal7.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,130.38000619999366,None,130.38000619999366,None,130.38000619999366,None,130.76320029998897,None,,,,,,,,,,,,,,,,,,,,,131.7923046000069,None,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,131.7923046000069,None,,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
2,5,pre,right,right.png,right.png,bas,Стулья,Брусья,furniture2.png,animal10.png,music1.png,tool4.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,1,1,259,,,,,,,,,,,,,,,,,,,,,,,135.78682360000676,None,135.78682360000676,None,135.78682360000676,None,135.96347860002425,None,136.3682364000124,None,136.3682364000124,None,136.3682364000124,None,136.76356650004163,None,,,,,,,,,,,,,,,,,,,,,137.77860520000104,None,a,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,137.77860520000104,None,-1.921929200005252,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
2,5,pre,right,right.png,right.png,bas,Чашки,Шашки,tableware1.png,animal2.png,animal1.png,car4.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,2,2,285,,,,,,,,,,,,,,,,,,,,,,,137.8208129000268,None,137.8208129000268,None,137.8208129000268,None,138.0303006999893,None,138.43499000003794,None,138.43499000003794,None,138.43499000003794,None,138.84690200001933,None,,,,,,,,,,,,,,,,,,,,,139.860831100028,None,p,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,139.860831100028,None,1.0357850000145845,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,10,abs,left,left.png,left.png,non,Яблоки,Пряники,car5.png,animal7.png,tool9.png,tool8.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,animal2.png,tool1.png,animal10.png,car6.png,tool3.png,animal1.png,music4.png,car5.png,-298,-298,298,298,-298,-298,298,298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,3,3,48,,,,,,,,,,,,,,,,,,,,,,,140.9455631999881,None,140.9455631999881,None,140.9455631999881,None,141.14706570003182,None,141.55178750003688,None,141.55178750003688,None,141.55178750003688,None,141.96369800000684,None,,,,,,,,,,,,,,,,,,,,,143.00437179999426,None,a,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,143.00437179999426,None,2.4042782000033185,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,9,pre,left,left.png,left.png,bas,Рубашки,Барашки,clothes4.png,car8.png,tool10.png,animal1.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,car4.png,car3.png,animal5.png,tool7.png,tool1.png,tool6.png,tool2.png,music9.png,-298,-298,298,298,-298,-298,298,298,316,-316,316,-316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,4,4,126,,,,,,,,,,,,,,,,,,,,,,,145.4550026000361,None,145.4550026000361,None,145.4550026000361,None,145.6639590000268,None,146.0686512000393,None,146.0686512000393,None,146.0686512000393,None,146.48052839998854,None,,,,,,,,,,,,,,,,,,,,,147.5200068000122,None,p,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,147.5200068000122,None,1.1366917000268586,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,6,abs,left,left.png,left.png,non,Стулья,Брусья,tool1.png,animal2.png,car3.png,music8.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,148.70238070003688,None,148.70238070003688,None,148.70238070003688,None,148.91412790003233,None,149.31885620002868,None,149.31885620002868,None,149.31885620002868,None,149.7306946000317,None,,,,,,,,,,,,,,,,,,,,,150.74970859999303,None,a,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,150.74970859999303,None,1.1306875000009313,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
1,8,abs,left,left.png,left.png,non,Чашки,Шашки,car8.png,tool5.png,tool2.png,animal7.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,car3.png,music9.png,car4.png,music6.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,6,6,32,,,,,,,,,,,,,,,,,,,,,,,151.9284896000172,None,151.9284896000172,None,151.9284896000172,None,152.13091790000908,None,152.53563040000154,None,152.53563040000154,None,152.53563040000154,None,152.94752859999426,None,,,,,,,,,,,,,,,,,,,,,153.97631450003246,None,a,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,153.97631450003246,None,1.2241753000416793,,,,,,,NIKFNS2,001,2021_Sep_24_1533,shapka,2021.1.4,60.05093519959452,
