arr_code,srch_code,type,semi_field,arr_1,arr_2,cat,target,target_2,s1,s2,s3,s4,x1,x2,x3,x4,y1,y2,y3,y4,postr,postr_2,ss1,ss2,ss3,ss4,set_size,s5,s6,s7,s8,s9,s10,s11,s12,x5,x6,x7,x8,x9,x10,x11,x12,y5,y6,y7,y8,y9,y10,y11,y12,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,block_bas.thisRepN,block_bas.thisTrialN,block_bas.thisN,block_bas.thisIndex,block_sup.thisRepN,block_sup.thisTrialN,block_sup.thisN,block_sup.thisIndex,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon_2.started,polygon_2.stopped,arr1.started,arr1.stopped,arr2.started,arr2.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,word1.started,word1.stopped,word2.started,word2.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,key_resp_4.keys,key_resp_4.started,key_resp_4.stopped,s_1.started,s_1.stopped,s_2.started,s_2.stopped,s_3.started,s_3.stopped,s_4.started,s_4.stopped,key_resp_4.rt,text_3.started,text_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,polygon_8.started,polygon_8.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,sti1.started,sti1.stopped,sti2.started,sti2.stopped,sti3.started,sti3.stopped,sti4.started,sti4.stopped,sti5.started,sti5.stopped,sti6.started,sti6.stopped,sti7.started,sti7.stopped,sti8.started,sti8.stopped,sti9.started,sti9.stopped,sti10.started,sti10.stopped,sti11.started,sti11.stopped,sti12.started,sti12.stopped,text_2.started,text_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,5,pre,left,left.png,left.png,bas,Стулья,Брусья,furniture1.png,car4.png,tool5.png,tool2.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,210.98349450004753,None,210.98349450004753,None,210.98349450004753,None,211.18527760001598,None,211.59141590003856,None,211.59141590003856,None,211.59141590003856,None,212.00196730002062,None,213.02190500003053,None,p,213.02190500003053,None,213.02190500003053,None,213.02190500003053,None,213.02190500003053,None,213.02190500003053,None,1.5587797000189312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,5,pre,right,right.png,right.png,sup,Посуда,Валюта,tableware2.png,animal2.png,music2.png,animal3.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,214.64234820002457,None,214.64234820002457,None,214.64234820002457,None,214.85211430001073,None,215.25831590004964,None,215.25831590004964,None,215.25831590004964,None,215.66884820000269,None,216.6927118000458,None,p,216.6927118000458,None,216.6927118000458,None,216.6927118000458,None,216.6927118000458,None,216.6927118000458,None,0.8879806000040844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,6,abs,right,right.png,right.png,sup,Фрукты,Бухты,car8.png,music2.png,car2.png,car1.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,217.64478640002199,None,217.64478640002199,None,217.64478640002199,None,217.85235200001625,None,218.25693860003958,None,218.25693860003958,None,218.25693860003958,None,218.66903849999653,None,219.6809087000438,None,a,219.6809087000438,None,219.6809087000438,None,219.6809087000438,None,219.6809087000438,None,219.6809087000438,None,1.2678016000427306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,6,abs,left,left.png,left.png,bas,Яблоки,Пряники,tool1.png,tool4.png,car1.png,animal1.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,221.00463260000106,None,221.00463260000106,None,221.00463260000106,None,221.2190468000481,None,221.62515999999596,None,221.62515999999596,None,221.62515999999596,None,222.0357595999958,None,223.05651870003203,None,a,223.05651870003203,None,223.05651870003203,None,223.05651870003203,None,223.05651870003203,None,223.05651870003203,None,2.172149599995464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,5,pre,left,left.png,left.png,bas,Рубашки,Барашки,clothes1.png,tool6.png,animal1.png,music2.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,225.28157120000105,None,225.28157120000105,None,225.28157120000105,None,225.48590080003487,None,225.8903787000454,None,225.8903787000454,None,225.8903787000454,None,226.30237700004363,None,227.31919850001577,None,a,227.31919850001577,None,227.31919850001577,None,227.31919850001577,None,227.31919850001577,None,227.31919850001577,None,2.973514100012835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.31955630000448,None,space,25.85290930001065,230.31955630000448,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,6,abs,right,right.png,right.png,non,Чашки,Шашки,car7.png,music9.png,music10.png,music1.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,0,0,78,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,256.84931120002875,None,256.84931120002875,None,256.84931120002875,None,257.22069080005167,None,,,,,,,,,,,,,,,,,,,,,258.24337310000556,None,a,3.5294290999881923,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,258.24337310000556,None,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
2,5,pre,right,right.png,right.png,bas,Стулья,Брусья,furniture3.png,car2.png,animal9.png,tool10.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,1,1,260,,,,,,,,,,,,,,,,,,,,,,,261.84339310001815,None,261.84339310001815,None,261.84339310001815,None,262.0543085000245,None,262.4590677000233,None,262.4590677000233,None,262.4590677000233,None,262.87098760000663,None,,,,,,,,,,,,,,,,,,,,,263.89375420002034,None,p,0.910849700041581,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,263.89375420002034,None,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,7,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware3.png,tool4.png,car6.png,car3.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,music1.png,car10.png,music5.png,car8.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,2,2,175,,,,,,,,,,,,,,,,,,,,,,,264.86308870004723,None,264.86308870004723,None,264.86308870004723,None,265.07155090000015,None,265.48491490003653,None,265.48491490003653,None,265.48491490003653,None,265.8875573000405,None,,,,,,,,,,,,,,,,,,,,,266.9137887000106,None,p,2.0508073000237346,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,266.9137887000106,None,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,9,pre,left,left.png,left.png,bas,Стулья,Брусья,furniture1.png,car7.png,car4.png,animal1.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,music5.png,car9.png,tool6.png,animal10.png,tool8.png,car1.png,music2.png,tool3.png,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,3,3,154,,,,,,,,,,,,,,,,,,,,,,,269.01013650000095,None,269.01013650000095,None,269.01013650000095,None,269.2213006000384,None,269.63674400001764,None,269.63674400001764,None,269.63674400001764,None,270.03785670001525,None,,,,,,,,,,,,,,,,,,,,,271.0753719000495,None,p,1.4330486999824643,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,271.0753719000495,None,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,9,pre,left,left.png,left.png,bas,Стулья,Брусья,furniture2.png,tool5.png,tool6.png,music10.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,tool8.png,music1.png,animal6.png,music7.png,music9.png,tool3.png,music2.png,music4.png,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,4,4,161,,,,,,,,,,,,,,,,,,,,,,,272.5585863000015,None,272.5585863000015,None,272.5585863000015,None,272.7714057000121,None,273.17286109999986,None,273.17286109999986,None,273.17286109999986,None,273.5881460000528,None,,,,,,,,,,,,,,,,,,,,,274.6172206000192,None,p,1.1475728999939747,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,274.6172206000192,None,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,5,pre,left,left.png,left.png,bas,Яблоки,Пряники,fruit2.png,animal3.png,tool7.png,music6.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,-298,-298,298,298,-298,-298,298,298,85,-85,85,-85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,5,5,200,,,,,,,,,,,,,,,,,,,,,,,275.810634100053,None,275.810634100053,None,275.810634100053,None,276.02155930001754,None,276.425919900008,None,276.425919900008,None,276.425919900008,None,276.83812080003554,None,,,,,,,,,,,,,,,,,,,,,277.8663427000283,None,p,1.1462472000275739,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,277.8663427000283,None,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
1,5,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware5.png,music1.png,music8.png,tool7.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,6,6,163,,,,,,,,,,,,,,,,,,,,,,,279.0791147000273,None,279.0791147000273,None,279.0791147000273,None,279.2888270000112,None,279.7009796000202,None,279.7009796000202,None,279.7009796000202,None,280.1049769000383,None,,,,,,,,,,,,,,,,,,,,,281.12078210001346,None,p,0.9798482999904081,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,281.12078210001346,None,,,,,,,m_pilot,001,2021_Sep_22_1803,shapka,2021.1.4,59.996928161825835,
