arr_code,srch_code,type,semi_field,arr_1,arr_2,cat,target,target_2,s1,s2,s3,s4,x1,x2,x3,x4,y1,y2,y3,y4,postr,postr_2,ss1,ss2,ss3,ss4,set_size,s5,s6,s7,s8,s9,s10,s11,s12,x5,x6,x7,x8,x9,x10,x11,x12,y5,y6,y7,y8,y9,y10,y11,y12,ss5,ss6,ss7,ss8,ss9,ss10,ss11,ss12,train.thisRepN,train.thisTrialN,train.thisN,train.thisIndex,block_bas.thisRepN,block_bas.thisTrialN,block_bas.thisN,block_bas.thisIndex,block_sup.thisRepN,block_sup.thisTrialN,block_sup.thisN,block_sup.thisIndex,instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon.started,polygon.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text.started,text.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,polygon_2.started,polygon_2.stopped,arr1.started,arr1.stopped,arr2.started,arr2.stopped,polygon_3.started,polygon_3.stopped,polygon_4.started,polygon_4.stopped,word1.started,word1.stopped,word2.started,word2.stopped,polygon_5.started,polygon_5.stopped,polygon_6.started,polygon_6.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,s_1.started,s_1.stopped,s_2.started,s_2.stopped,s_3.started,s_3.stopped,s_4.started,s_4.stopped,text_3.started,text_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,polygon_8.started,polygon_8.stopped,key_resp_6.keys,key_resp_6.started,key_resp_6.stopped,sti1.started,sti1.stopped,sti2.started,sti2.stopped,sti3.started,sti3.stopped,sti4.started,sti4.stopped,sti5.started,sti5.stopped,sti6.started,sti6.stopped,sti7.started,sti7.stopped,sti8.started,sti8.stopped,sti9.started,sti9.stopped,sti10.started,sti10.stopped,sti11.started,sti11.stopped,sti12.started,sti12.stopped,key_resp_6.rt,text_2.started,text_2.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.started,key_resp_7.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,5,pre,right,right.png,right.png,bas,Рубашки,Барашки,clothes5.png,music4.png,animal6.png,tool1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,217.05954339995515,None,217.05954339995515,None,217.05954339995515,None,217.272388100042,None,217.6768554999726,None,217.6768554999726,None,217.6768554999726,None,218.08892999996897,None,219.109775000019,None,p,3.307855000020936,219.109775000019,None,219.109775000019,None,219.109775000019,None,219.109775000019,None,219.109775000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,5,pre,left,left.png,left.png,bas,Стулья,Брусья,furniture1.png,car4.png,tool5.png,tool2.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,222.4789616999915,None,222.4789616999915,None,222.4789616999915,None,222.68922920001205,None,223.09382599999662,None,223.09382599999662,None,223.09382599999662,None,223.50569909997284,None,224.52114820003044,None,p,2.8961973999394104,224.52114820003044,None,224.52114820003044,None,224.52114820003044,None,224.52114820003044,None,224.52114820003044,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,5,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware3.png,car2.png,animal2.png,music3.png,-298,-298,298,298,-316,316,-316,316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,227.468972499948,None,227.468972499948,None,227.468972499948,None,227.6728335999651,None,228.08071749994997,None,228.08071749994997,None,228.08071749994997,None,228.48939260002226,None,229.50356920005288,None,p,2.3217349000042304,229.50356920005288,None,229.50356920005288,None,229.50356920005288,None,229.50356920005288,None,229.50356920005288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,5,pre,right,right.png,right.png,sup,Одежда,Невежда,clothes3.png,car1.png,tool1.png,car4.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,231.89245659997687,None,231.89245659997687,None,231.89245659997687,None,232.10626260004938,None,232.5163360000588,None,232.5163360000588,None,232.5163360000588,None,232.9229503000388,None,233.93447580002248,None,a,2.4427092999685556,233.93447580002248,None,233.93447580002248,None,233.93447580002248,None,233.93447580002248,None,233.93447580002248,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,5,pre,right,right.png,right.png,sup,Посуда,Валюта,tableware2.png,animal2.png,music2.png,animal3.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,,236.44098640000448,None,236.44098640000448,None,236.44098640000448,None,236.65660260000732,None,237.06157370004803,None,237.06157370004803,None,237.06157370004803,None,237.47329340002034,None,238.4863382000476,None,a,3.41092789999675,238.4863382000476,None,238.4863382000476,None,238.4863382000476,None,238.4863382000476,None,238.4863382000476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,6,abs,right,right.png,right.png,sup,Фрукты,Бухты,car8.png,music2.png,car2.png,car1.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,241.96027919999324,None,241.96027919999324,None,241.96027919999324,None,242.17334730003495,None,242.5916803999571,None,242.5916803999571,None,242.5916803999571,None,243.0064860000275,None,244.02154670003802,None,a,2.9637805999955162,244.02154670003802,None,244.02154670003802,None,244.02154670003802,None,244.02154670003802,None,244.02154670003802,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,6,abs,left,left.png,left.png,bas,Яблоки,Пряники,tool1.png,tool4.png,car1.png,animal1.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0377416999545,None,247.0377416999545,None,247.0377416999545,None,247.24031849997118,None,247.6497141000582,None,247.6497141000582,None,247.6497141000582,None,248.05698660004418,None,249.07085949997418,None,a,1.6744424999924377,249.07085949997418,None,249.07085949997418,None,249.07085949997418,None,249.07085949997418,None,249.07085949997418,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,6,abs,right,right.png,right.png,bas,Яблоки,Пряники,animal4.png,music3.png,tool4.png,tool6.png,298,298,-298,-298,316,-316,316,-316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,8,,,,,,,,,,,,,,,,,,,,,,,,,,,250.8094839999685,None,250.8094839999685,None,250.8094839999685,None,251.02399410004728,None,251.42679169995245,None,251.42679169995245,None,251.42679169995245,None,251.8404884999618,None,252.8599798999494,None,a,2.893352299928665,252.8599798999494,None,252.8599798999494,None,252.8599798999494,None,252.8599798999494,None,252.8599798999494,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,5,pre,right,right.png,right.png,bas,Чашки,Шашки,tableware1.png,tool1.png,music5.png,music1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[104, 104]","[104, 104]","[104, 104]","[104, 104]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,255.8144319000421,None,255.8144319000421,None,255.8144319000421,None,256.0239770000335,None,256.4307485000463,None,256.4307485000463,None,256.4307485000463,None,256.84071420005057,None,257.85727559996303,None,p,1.3120451000286266,257.85727559996303,None,257.85727559996303,None,257.85727559996303,None,257.85727559996303,None,257.85727559996303,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.19087469996884,None,space,1318.6095494999317,259.19087469996884,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,9,pre,right,right.png,right.png,bas,Чашки,Шашки,tableware1.png,music4.png,music1.png,music6.png,298,298,-298,-298,-200,200,-200,200,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,music7.png,music8.png,tool10.png,car3.png,animal2.png,tool1.png,animal5.png,car9.png,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,316,-316,316,-316,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,0,0,307,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,1578.4347093000542,None,1578.4347093000542,None,1578.4347093000542,None,1578.8324287000578,None,,,,,,,,,,,,,,,,,,,,,1579.8776504000416,None,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,1579.8776504000416,None,,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,10,abs,right,right.png,right.png,non,Рубашки,Барашки,animal8.png,car8.png,animal6.png,animal7.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",6,tool3.png,tool4.png,tool10.png,music2.png,animal5.png,animal9.png,animal1.png,animal3.png,298,298,-298,-298,298,298,-298,-298,85,-85,85,-85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,1,1,62,,,,,,,,,,,,,,,,,,,,,,,1583.8595617000246,None,1583.8595617000246,None,1583.8595617000246,None,1584.032711799955,None,1584.4367422000505,None,1584.4367422000505,None,1584.4367422000505,None,1584.8327902000165,None,,,,,,,,,,,,,,,,,,,,,1585.8688708000118,None,a,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1585.8688708000118,None,1.8031570999883115,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,6,abs,right,right.png,right.png,non,Рубашки,Барашки,tool5.png,tool1.png,animal4.png,car1.png,298,298,-298,-298,-316,316,-316,316,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,2,2,52,,,,,,,,,,,,,,,,,,,,,,,1587.7215191000141,None,1587.7215191000141,None,1587.7215191000141,None,1587.9326570000267,None,1588.3342657999601,None,1588.3342657999601,None,1588.3342657999601,None,1588.7495520999655,None,,,,,,,,,,,,,,,,,,,,,1589.7856492999708,None,a,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1589.7856492999708,None,1.2302259999560192,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
2,7,pre,right,right.png,right.png,bas,Чашки,Шашки,tableware1.png,tool6.png,music10.png,car9.png,298,298,-298,-298,85,-85,85,-85,"[200, 0]","[-200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,animal5.png,tool7.png,music1.png,tool2.png,None,None,None,None,298,298,-298,-298,298,298,-298,-298,-316,316,-316,316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,3,3,293,,,,,,,,,,,,,,,,,,,,,,,1591.0653532999568,None,1591.0653532999568,None,1591.0653532999568,None,1591.2663512000581,None,1591.6713046999648,None,1591.6713046999648,None,1591.6713046999648,None,1592.0830156999873,None,,,,,,,,,,,,,,,,,,,,,1593.1111730999546,None,p,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1593.1111730999546,None,1.37666559999343,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,7,pre,left,left.png,left.png,bas,Чашки,Шашки,tableware1.png,music5.png,animal4.png,music10.png,-298,-298,298,298,85,-85,85,-85,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,car3.png,animal9.png,car1.png,music6.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-316,316,-316,316,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,4,4,179,,,,,,,,,,,,,,,,,,,,,,,1594.5369725000346,None,1594.5369725000346,None,1594.5369725000346,None,1594.7497238999931,None,1595.1513257999904,None,1595.1513257999904,None,1595.1513257999904,None,1595.5665287000593,None,,,,,,,,,,,,,,,,,,,,,1596.594593900023,None,p,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,1596.594593900023,None,0.5335168000310659,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,8,abs,left,left.png,left.png,non,Рубашки,Барашки,music7.png,animal1.png,animal7.png,animal6.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",4,music1.png,music5.png,tool2.png,car9.png,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,200,-200,200,-200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,5,5,6,,,,,,,,,,,,,,,,,,,,,,,1597.1704364999896,None,1597.1704364999896,None,1597.1704364999896,None,1597.383158099954,None,1597.7877045000205,None,1597.7877045000205,None,1597.7877045000205,None,1598.1998579000356,None,,,,,,,,,,,,,,,,,,,,,1599.2280293999938,None,a,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,1599.2280293999938,None,0.956019900040701,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
1,6,abs,left,left.png,left.png,non,Чашки,Шашки,animal5.png,music4.png,music9.png,music1.png,-298,-298,298,298,316,-316,316,-316,"[-200, 0]","[200, 0]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",2,None,None,None,None,None,None,None,None,-298,-298,298,298,-298,-298,298,298,-85,85,-85,85,-200,200,-200,200,"[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]","[81, 81]",,,,,0,6,6,29,,,,,,,,,,,,,,,,,,,,,,,1600.220206500031,None,1600.220206500031,None,1600.220206500031,None,1600.433290099958,None,1600.8333403000142,None,1600.8333403000142,None,1600.8333403000142,None,1601.2333476999775,None,,,,,,,,,,,,,,,,,,,,,1602.2466721000383,None,a,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1602.2466721000383,None,1.1851582999806851,,,,,,,alefn,001,2021_Sep_28_1933,shapka,2021.1.4,59.98080614949972,
